BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5,timestamp
BROOKLYN,11219.0,40.63225,-74.00577,"(40.63225, -74.00577)",61 STREET,10 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4429248,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,1623954600
BROOKLYN,11209.0,40.6228,-74.02836,"(40.6228, -74.02836)",86 STREET,4 AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4416204,Station Wagon/Sport Utility Vehicle,Bike,,,,1620483600
BROOKLYN,11217.0,40.686913,-73.97595,"(40.686913, -73.97595)",,,650       FULTON STREET                 ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4285031,Sedan,Station Wagon/Sport Utility Vehicle,,,,1581082200
BROOKLYN,11220.0,40.637646,-74.00551,"(40.637646, -74.00551)",,,851       55 STREET,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4481990,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,1638046680
BRONX,10452.0,40.843906,-73.92413,"(40.843906, -73.92413)",UNIVERSITY AVENUE               ,BOSCOBEL PLACE,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4407160,Sedan,Station Wagon/Sport Utility Vehicle,,,,1618325580
MANHATTAN,10021.0,40.769737,-73.96271,"(40.769737, -73.96271)",LEXINGTON AVENUE                ,EAST 71 STREET,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4376170,,,,,,1607953800
BROOKLYN,11204.0,40.61879,-73.99426,"(40.61879, -73.99426)",17 AVENUE                       ,68 STREET,,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Unspecified,,,,4287585,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,1581550080
QUEENS,11385.0,40.709988,-73.90475,"(40.709988, -73.90475)",FOREST AVENUE                   ,MENAHAN STREET,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4394251,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,1613573700
QUEENS,11358.0,40.755955,-73.798935,"(40.755955, -73.798935)",45 AVENUE,168 STREET,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4417120,Bike,Station Wagon/Sport Utility Vehicle,,,,1621201860
QUEENS,11377.0,40.753708,-73.90299,"(40.753708, -73.90299)",58 STREET,NORTHERN BOULEVARD,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4453929,Sedan,Bike,,,,1630773000
BROOKLYN,11217.0,40.68004,-73.98678,"(40.68004, -73.98678)",,,270       NEVINS STREET                 ,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4283816,Box Truck,Box Truck,,,,1580816400
QUEENS,11418.0,40.69761,-73.82005,"(40.69761, -73.82005)",130 STREET,92 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,4420913,Sedan,,,,,1622082840
MANHATTAN,10029.0,40.786495,-73.94839,"(40.786495, -73.94839)",EAST 98 STREET                  ,3 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4290434,Sedan,Taxi,,,,1581875040
BRONX,10472.0,40.832912,-73.87638,"(40.832912, -73.87638)",,,1349      STRATFORD AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,,,4459880,Station Wagon/Sport Utility Vehicle,,,,,1631634000
QUEENS,11368.0,40.747818,-73.86064,"(40.747818, -73.86064)",104 STREET                      ,43 AVENUE,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,4282220,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,,1580605800
BRONX,10472.0,40.82918,-73.871544,"(40.82918, -73.871544)",GLEASON AVENUE                  ,FTELEY AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,4320325,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,,,1591699020
QUEENS,11413.0,40.66534,-73.743935,"(40.66534, -73.743935)",SOUTH CONDUIT AVENUE,232 STREET,,3,0,0,0,0,0,3,0,Turning Improperly,Unspecified,,,,4414459,Station Wagon/Sport Utility Vehicle,Sedan,,,,1620474300
BROOKLYN,11203.0,40.644493,-73.928604,"(40.644493, -73.928604)",EAST 51 STREET,CLARENDON ROAD,,4,0,0,0,0,0,4,0,Brakes Defective,Driver Inattention/Distraction,,,,4448386,Station Wagon/Sport Utility Vehicle,Sedan,,,,1629053880
QUEENS,11414.0,40.662926,-73.837875,"(40.662926, -73.837875)",96 STREET                       ,157 AVENUE,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,4310251,Station Wagon/Sport Utility Vehicle,Sedan,,,,1587819600
MANHATTAN,10002.0,40.71595,-73.97891,"(40.71595, -73.97891)",DELANCEY STREET                 ,LEWIS STREET,,2,0,0,0,0,0,2,0,Other Vehicular,Other Vehicular,,,,4371916,Sedan,Sedan,,,,1606595400
QUEENS,11693.0,40.5905,-73.81246,"(40.5905, -73.81246)",BEACH 87 STREET                 ,BEACH CHANNEL DRIVE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4345584,Sedan,Station Wagon/Sport Utility Vehicle,,,,1598160900
QUEENS,11373.0,40.743362,-73.87011,"(40.743362, -73.87011)",,,94-07     46 AVENUE                     ,0,0,0,0,0,0,0,0,Unspecified,,,,,4389312,Sedan,,,,,1612337400
BROOKLYN,11224.0,40.579197,-73.98195,"(40.579197, -73.98195)",STILLWELL AVENUE,NEPTUNE AVENUE,,1,0,0,0,0,0,1,0,View Obstructed/Limited,Unspecified,,,,4425183,Sedan,Sedan,,,,1623228000
BROOKLYN,11226.0,40.64541,-73.9519,"(40.64541, -73.9519)",,,1021      ROGERS AVENUE                 ,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,Unspecified,,,4284556,Station Wagon/Sport Utility Vehicle,Sedan,Taxi,,,1581010200
BRONX,10454.0,40.80761,-73.91341,"(40.80761, -73.91341)",EAST 141 STREET                 ,CYPRESS AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Driver Inattention/Distraction,,,,4331965,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,1595612400
BROOKLYN,11203.0,40.649216,-73.94458,"(40.649216, -73.94458)",SNYDER AVENUE                   ,EAST 35 STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,4380454,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,,,1609343760
QUEENS,11691.0,40.60877,-73.75396,"(40.60877, -73.75396)",,,14-25     BEACH CHANNEL DRIVE,2,0,0,0,0,0,2,0,Following Too Closely,Unspecified,,,,4450613,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,1629907800
QUEENS,11432.0,40.723927,-73.78611,"(40.723927, -73.78611)",TUDOR ROAD,SURREY PLACE,,0,0,0,0,0,0,0,0,Unspecified,,,,,4453599,Sedan,,,,,1630686900
BRONX,10466.0,40.88919,-73.83131,"(40.88919, -73.83131)",EAST 233 STREET                 ,DYRE AVENUE,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,4353526,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,1600720200
BRONX,10462.0,40.845722,-73.859886,"(40.845722, -73.859886)",,,876       KINSELLA STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4412362,Station Wagon/Sport Utility Vehicle,,,,,1619877600
BROOKLYN,11230.0,40.629986,-73.97157,"(40.629986, -73.97157)",OCEAN PARKWAY,FOSTER AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,4476211,Sedan,,,,,1636329600
BROOKLYN,11213.0,40.663555,-73.93162,"(40.663555, -73.93162)",UTICA AVENUE                    ,EMPIRE BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,,,,,4319456,Sedan,Sedan,,,,1591785720
QUEENS,11101.0,40.75201,-73.93016,"(40.75201, -73.93016)",34 STREET                       ,NORTHERN BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4357970,Sedan,,,,,1602183600
QUEENS,11355.0,40.75539,-73.828285,"(40.75539, -73.828285)",MAPLE AVENUE,MAIN STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4416947,Station Wagon/Sport Utility Vehicle,Sedan,,,,1621170720
QUEENS,11368.0,40.749866,-73.86273,"(40.749866, -73.86273)",NATIONAL STREET                 ,ROOSEVELT AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4395884,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,1614643260
BROOKLYN,11239.0,40.65138,-73.88526,"(40.65138, -73.88526)",,,1201      PENNSYLVANIA AVENUE           ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4288282,Sedan,,,,,1581237000
BROOKLYN,11204.0,40.60817,-73.98735,"(40.60817, -73.98735)",BAY PARKWAY                     ,BAY RIDGE PARKWAY,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4285386,4 dr sedan,Station Wagon/Sport Utility Vehicle,,,,1581192120
BROOKLYN,11225.0,40.662544,-73.96201,"(40.662544, -73.96201)",,,469       FLATBUSH AVENUE               ,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,4318056,Station Wagon/Sport Utility Vehicle,,,,,1591397340
BROOKLYN,11203.0,40.661148,-73.93432,"(40.661148, -73.93432)",SCHENECTADY AVENUE              ,MIDWOOD STREET,,1,0,0,0,0,0,1,0,Aggressive Driving/Road Rage,Unspecified,Unspecified,Unspecified,Unspecified,4332158,Sedan,Sedan,Sedan,Sedan,Sedan,1593938100
BRONX,10459.0,40.818893,-73.89229,"(40.818893, -73.89229)",BRUCKNER BOULEVARD              ,BARRETTO STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4369678,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,1606022940
BRONX,10453.0,40.846878,-73.920616,"(40.846878, -73.920616)",UNIVERSITY AVENUE,WEST 174 STREET,,2,0,0,0,0,0,2,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,,4461373,Station Wagon/Sport Utility Vehicle,,,,,1632636480
BROOKLYN,11207.0,40.676952,-73.888596,"(40.676952, -73.888596)",ATLANTIC AVENUE                 ,BARBEY STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4358865,Sedan,Bike,,,,1602941400
BROOKLYN,11223.0,40.60478,-73.97711,"(40.60478, -73.97711)",KINGS HIGHWAY                   ,WEST 4 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,4324131,Station Wagon/Sport Utility Vehicle,,,,,1593451200
BROOKLYN,11206.0,40.698727,-73.939644,"(40.698727, -73.939644)",,,881       PARK AVENUE                   ,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4321702,Station Wagon/Sport Utility Vehicle,Bike,,,,1591989300
BROOKLYN,11207.0,40.680664,-73.902626,"(40.680664, -73.902626)",BUSHWICK AVENUE                 ,CONWAY STREET,,0,0,0,0,0,0,0,0,View Obstructed/Limited,View Obstructed/Limited,,,,4356724,Sedan,Station Wagon/Sport Utility Vehicle,,,,1602433800
QUEENS,11413.0,40.677185,-73.74764,"(40.677185, -73.74764)",,,134-41    222 STREET                    ,0,0,0,0,0,0,0,0,Unspecified,,,,,4338069,Pick-up Truck,,,,,1597341300
BROOKLYN,11234.0,40.618603,-73.93247,"(40.618603, -73.93247)",FLATBUSH AVENUE                 ,AVENUE N,,0,0,0,0,0,0,0,0,Unspecified,,,,,4393567,Sedan,Bus,,,,1613593140
BRONX,10473.0,40.82218,-73.8777,"(40.82218, -73.8777)",,,919       ELDER AVENUE,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4480534,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,1637501400
BRONX,10459.0,40.818768,-73.89867,"(40.818768, -73.89867)",,,831       DAWSON STREET,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4414247,Tow Truck / Wrecker,Sedan,,,,1620324240
QUEENS,11372.0,40.752434,-73.87532,"(40.752434, -73.87532)",,,35-15     92 STREET                     ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4372580,Station Wagon/Sport Utility Vehicle,Motorcycle,,,,1606479300
BROOKLYN,11249.0,40.71786,-73.96223,"(40.71786, -73.96223)",NORTH 4 STREET                  ,WYTHE AVENUE,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4289377,Station Wagon/Sport Utility Vehicle,,,,,1581787800
QUEENS,11106.0,40.763733,-73.9414,"(40.763733, -73.9414)",VERNON BOULEVARD                ,35 AVENUE,,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4323828,Bike,Bike,,,,1593366300
BROOKLYN,11237.0,40.70281,-73.9254,"(40.70281, -73.9254)",STARR STREET,KNICKERBOCKER AVENUE,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4458352,Station Wagon/Sport Utility Vehicle,,,,,1631911920
STATEN ISLAND,10314.0,40.618057,-74.12363,"(40.618057, -74.12363)",UTTER AVENUE                    ,MANOR ROAD,,1,0,0,0,0,0,1,0,Reaction to Uninvolved Vehicle,,,,,4347848,Sedan,,,,,1599762000
BROOKLYN,11209.0,40.625378,-74.023506,"(40.625378, -74.023506)",,,518       80 STREET                     ,0,0,0,0,0,0,0,0,Unspecified,,,,,4369619,Sedan,,,,,1605882600
BROOKLYN,11238.0,40.676548,-73.96354,"(40.676548, -73.96354)",WASHINGTON AVENUE,PROSPECT PLACE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4465802,Sedan,,,,,1632266400
BRONX,10463.0,40.8816,-73.90484,"(40.8816, -73.90484)",WEST 233 STREET                 ,KINGSBRIDGE AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,4372245,Station Wagon/Sport Utility Vehicle,Motorcycle,,,,1606662600
BROOKLYN,11207.0,40.675385,-73.88981,"(40.675385, -73.88981)",,,540       LIBERTY AVENUE                ,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,4294702,Station Wagon/Sport Utility Vehicle,Taxi,Sedan,Station Wagon/Sport Utility Vehicle,,1582812960
BROOKLYN,11230.0,40.617275,-73.96667,"(40.617275, -73.96667)",EAST 8 STREET                   ,AVENUE M,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4284730,Sedan,Bike,,,,1580890320
QUEENS,11378.0,40.727432,-73.89106,"(40.727432, -73.89106)",,,54-40     72 STREET,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4463100,Station Wagon/Sport Utility Vehicle,,,,,1633001400
BRONX,10453.0,40.8574841,-73.9096686,"(40.8574841, -73.9096686)",UNIVERSITY AVENUE,WEST 181 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4468262,Sedan,Motorbike,,,,1634488800
QUEENS,11423.0,40.709476,-73.76393,"(40.709476, -73.76393)",195 STREET,100 AVENUE,,0,0,0,0,0,0,0,0,Driver Inexperience,Unsafe Speed,,,,4417475,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,1621236600
BRONX,10451.0,40.825573,-73.918465,"(40.825573, -73.918465)",EAST 161 STREET,MORRIS AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4421889,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,1622196840
QUEENS,11356.0,40.78463,-73.83634,"(40.78463, -73.83634)",132 STREET                      ,15 AVENUE,,1,0,0,0,0,0,1,0,Unsafe Speed,Unspecified,,,,4405348,Tractor Truck Diesel,Box Truck,,,,1617785400
MANHATTAN,10032.0,40.835358,-73.94022,"(40.835358, -73.94022)",AMSTERDAM AVENUE,WEST 161 STREET,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,4448597,Sedan,Sedan,,,,1629145140
BROOKLYN,11226.0,40.65264,-73.949776,"(40.65264, -73.949776)",LINDEN BOULEVARD                ,NOSTRAND AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,4354448,Station Wagon/Sport Utility Vehicle,,,,,1601820900
BRONX,10451.0,40.825115,-73.92541,"(40.825115, -73.92541)",WALTON AVENUE                   ,EAST 157 STREET,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,4394599,Station Wagon/Sport Utility Vehicle,Sedan,,,,1614299400
QUEENS,11434.0,40.66684,-73.78941,"(40.66684, -73.78941)",NORTH CONDUIT AVENUE            ,150 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4343792,Station Wagon/Sport Utility Vehicle,Sedan,,,,1598922600
BROOKLYN,11249.0,40.713593,-73.96595,"(40.713593, -73.96595)",,,56        SOUTH 3 STREET                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4329142,Station Wagon/Sport Utility Vehicle,,,,,1594819200
QUEENS,11101.0,40.74046,-73.93727,"(40.74046, -73.93727)",HUNTERS POINT AVENUE,30 PLACE,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4456834,Sedan,Station Wagon/Sport Utility Vehicle,,,,1631477280
STATEN ISLAND,10304.0,40.590446,-74.0942,"(40.590446, -74.0942)",NORTH RAILROAD AVENUE           ,ALTER AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4375848,Station Wagon/Sport Utility Vehicle,Sedan,,,,1607792520
MANHATTAN,10010.0,40.73422,-73.97483,"(40.73422, -73.97483)",AVENUE C,FDR DRIVE,,0,0,0,0,0,0,0,0,Unsafe Speed,,,,,4491136,Sedan,,,,,1641001200
BRONX,10468.0,40.86202,-73.910255,"(40.86202, -73.910255)",,,236       WEST FORDHAM ROAD,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,4433776,Station Wagon/Sport Utility Vehicle,,,,,1625389500
MANHATTAN,10016.0,40.748863,-73.97584,"(40.748863, -73.97584)",EAST 39 STREET                  ,3 AVENUE,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Passing or Lane Usage Improper,,,,4291656,Sedan,Bike,,,,1582316340
BROOKLYN,11215.0,40.670986,-73.984795,"(40.670986, -73.984795)",6 STREET,5 AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4429453,Sedan,,,,,1624008000
BROOKLYN,11207.0,40.67816,-73.897484,"(40.67816, -73.897484)",PENNSYLVANIA AVENUE             ,JAMAICA AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4312233,Sedan,Station Wagon/Sport Utility Vehicle,,,,1588762800
BRONX,10452.0,40.84362,-73.923706,"(40.84362, -73.923706)",,,1422      OGDEN AVENUE,1,0,1,0,0,0,0,0,Unspecified,,,,,4447764,Sedan,,,,,1629112500
BROOKLYN,11239.0,40.647625,-73.88369,"(40.647625, -73.88369)",,,45        TWIN PINES DRIVE              ,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4273639,Station Wagon/Sport Utility Vehicle,Sedan,,,,1579025400
MANHATTAN,10003.0,40.732994,-73.986465,"(40.732994, -73.986465)",,,225       EAST 14 STREET                ,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4305839,Sedan,Bike,,,,1583616000
MANHATTAN,10018.0,40.75398,-73.99373,"(40.75398, -73.99373)",,,338       WEST 36 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4441983,Sedan,Sedan,,,,1627627800
MANHATTAN,10017.0,40.751453,-73.97816,"(40.751453, -73.97816)",PARK AVENUE,EAST 41 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4457011,Taxi,Sedan,,,,1631543340
MANHATTAN,10012.0,40.725304,-73.996284,"(40.725304, -73.996284)",,,11        EAST HOUSTON STREET           ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4357869,UTILITY,,,,,1602251700
QUEENS,11435.0,40.701775,-73.80794,"(40.701775, -73.80794)",JAMAICA AVENUE                  ,SUTPHIN BOULEVARD,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4324721,,,,,,1593609600
QUEENS,11378.0,,,,QUEENS MIDTOWN EXPRESSWAY       ,43 STREET,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4333763,Sedan,Station Wagon/Sport Utility Vehicle,,,,1596217500
QUEENS,11691.0,40.60293,-73.758064,"(40.60293, -73.758064)",,,10-021    MCBRIDE STREET                ,0,0,0,0,0,0,0,0,Alcohol Involvement,,,,,4369329,Pick-up Truck,,,,,1605902400
BROOKLYN,11203.0,40.649673,-73.94653,"(40.649673, -73.94653)",,,973       NEW YORK AVENUE               ,0,0,0,0,0,0,0,0,Unspecified,,,,,4340802,Station Wagon/Sport Utility Vehicle,,,,,1598191200
MANHATTAN,10017.0,40.75457,-73.97169,"(40.75457, -73.97169)",EAST 48 STREET,3 AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Other Vehicular,,,,4441643,Station Wagon/Sport Utility Vehicle,Bus,,,,1627546980
BRONX,10466.0,40.88553,-73.84079,"(40.88553, -73.84079)",,,3750      BAYCHESTER AVENUE             ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4317305,Chassis Cab,,,,,1591034220
MANHATTAN,10013.0,40.725674,-74.00578,"(40.725674, -74.00578)",VARICK STREET,SPRING STREET,,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Unspecified,,,,4446566,Sedan,Sedan,,,,1628469000
BROOKLYN,11206.0,40.700726,-73.94194,"(40.700726, -73.94194)",BROADWAY                        ,FLUSHING AVENUE,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Traffic Control Disregarded,,,,4358539,Sedan,Bike,,,,1602964260
MANHATTAN,10013.0,40.722584,-74.00636,"(40.722584, -74.00636)",CANAL STREET,VARICK STREET,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,,,,4429950,Sedan,Bike,,,,1624295700
BROOKLYN,11217.0,40.686085,-73.982666,"(40.686085, -73.982666)",ATLANTIC AVENUE                 ,NEVINS STREET,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,Unspecified,,,4349675,Sedan,Taxi,Station Wagon/Sport Utility Vehicle,,,1600273560
BRONX,10457.0,40.84319,-73.89313,"(40.84319, -73.89313)",,,1822      CROTONA AVENUE                ,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4387754,E-Scooter,Sedan,,,,1611849600
BRONX,10468.0,40.865257,-73.90594,"(40.865257, -73.90594)",,,5         FORDHAM HILL OVAL             ,0,0,0,0,0,0,0,0,Unsafe Speed,,,,,4385605,Station Wagon/Sport Utility Vehicle,,,,,1610972520
BROOKLYN,11239.0,40.658005,-73.87408,"(40.658005, -73.87408)",FLATLANDS AVENUE                ,LINWOOD STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4354139,Sedan,Dump,,,,1601551020
BROOKLYN,11210.0,40.628956,-73.949265,"(40.628956, -73.949265)",AVENUE I                        ,EAST 28 STREET,,1,0,1,0,0,0,0,0,Unspecified,,,,,4380445,Sedan,,,,,1609260000
QUEENS,11372.0,40.755028,-73.872696,"(40.755028, -73.872696)",JUNCTION BOULEVARD              ,34 AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4299629,Sedan,Box Truck,,,,1584049140
MANHATTAN,10032.0,,,,,,662       WEST 173 STREET,1,0,1,0,0,0,0,0,Backing Unsafely,,,,,4455535,Station Wagon/Sport Utility Vehicle,,,,,1631202960
BROOKLYN,11215.0,40.671795,-73.98648,"(40.671795, -73.98648)",,,284       6 STREET                      ,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4329955,Station Wagon/Sport Utility Vehicle,Box Truck,,,,1595019600
STATEN ISLAND,10304.0,40.633953,-74.085754,"(40.633953, -74.085754)",CEBRA AVENUE                    ,VICTORY BOULEVARD,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4390723,Pick-up Truck,Sedan,,,,1612698480
QUEENS,11373.0,40.74615,-73.871315,"(40.74615, -73.871315)",,,94-22     41 ROAD                       ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4287729,Station Wagon/Sport Utility Vehicle,,,,,1581579000
QUEENS,11101.0,40.74942,-73.940544,"(40.74942, -73.940544)",42 ROAD                         ,27 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4357717,Sedan,,,,,1600312200
MANHATTAN,10023.0,40.77178,-73.9792,"(40.77178, -73.9792)",WEST 65 STREET                  ,CENTRAL PARK WEST,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,4314425,Station Wagon/Sport Utility Vehicle,,,,,1589653680
BROOKLYN,11207.0,40.67689,-73.900055,"(40.67689, -73.900055)",ALABAMA AVENUE                  ,EAST NEW YORK AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4345729,Sedan,,,,,1599174000
BROOKLYN,11226.0,40.655712,-73.958855,"(40.655712, -73.958855)",,,295       PARKSIDE AVENUE               ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4367437,Station Wagon/Sport Utility Vehicle,Sedan,,,,1605352500
BROOKLYN,11236.0,40.6447,-73.90699,"(40.6447, -73.90699)",,,9301      FARRAGUT ROAD                 ,5,0,0,0,0,0,5,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,4348709,Sedan,Sedan,Sedan,Sedan,Sedan,1600278960
STATEN ISLAND,10301.0,40.640614,-74.08703,"(40.640614, -74.08703)",TAFT AVENUE,JERSEY STREET,,2,0,2,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4491641,Station Wagon/Sport Utility Vehicle,,,,,1640246400
QUEENS,11368.0,40.756504,-73.85881,"(40.756504, -73.85881)",110 STREET                      ,34 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4299627,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,1583487600
MANHATTAN,10018.0,40.757107,-73.997314,"(40.757107, -73.997314)",10 AVENUE                       ,WEST 38 STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4283892,Taxi,Taxi,,,,1580849520
